5/28/2020
205
281
132
71
58
185
392
152
349
34
97
148
130
27
13
224
161
36
35
77
72
96
99
244
241
313
49
244
13
515
39
92
151
71
188
75
1715
21
153
46
533
87
223
71
318
155
119
668
2133
35
1541
231
35
102
179
125
159
116
484
213
100
418
680
300
66
136
82
0
0
211
3
0
0
0
85
0
0
32
34
16
1
0
0
24
3
1
2
4
2
2
0
3
0
0
0
0
1
1290
67
1078
25
26
4
53
8896
350
1678
2167
788
225
294
822
3
19
9
428
6
18
0
24
15
38
4
73
18
20
14
203
17
318
48
1
19
19
101
4
7
136
18
60
14
31
18
29
16
1
515
40
9
82
18
975
6
4
46
6
1
42
73
5
2
5
3
10
14
12
5
31
12
129
2
830
26
660
108
1
7
24
131
45
8
164
28
352
43
2
114
21
3097
2
10
40
15
5
1384
44
84
1658
14
98
1545
19
2007
714
23
5
49774
98
436
16
30
280
0
35
429
111
41
5744
196
4
7341
1349
85
4914
7100
2437
842
268
2061
1636
2701
206
37
1
6
509
531
683
42
4
1
1835
4
1062
207
29
3070
60
4201
8
12
2
956
227
72
5
16
1
5
63
2
67
5434
0
699
584
51
1636
26
135
3
10
177
3
3
0
2123
0
26
27
77
567
5
3
585
53
2
7
37
163
620
18
8
23
12
57
13
278
1
14
61
33
1
23
0
213
32
33
2444
20
15353
10078
1366
1082
11198
1067
822
375
1392
3575
4151
8492
372
28
97
51
401
6870
52
438
119
369
1401
136
132
46
1523
784
179
2
268
12
24
1
209
88
354
113
119
2019
18
120
241
29
8
280
1802
379
30
209
69
1007
241
557
17396
107
74
199
68
1902
674
5541
375
1218
939
149
247
424
237
611
474
253
166
16
31
709
32
109
51
151
41
91
34
342
88
321
470
71
43
444
45
51
68
74
60
121
224
130
62
13
516
119
32
477
36
24
874
270
37
1204
58
2943
261
458
243
48
403
28
228
28
108
181
3639
51
177
1764
529
238
104
73
74
27
5
41
231
258
508
45
4370
147
1
112
148
93
67
3628
515
2450
194
42
89
28
32
672
363
25
175
32
38
33
19
82
35
66
20
103
360
72
16
15
287
95
67
16
99
49
54
83
41
408
119
9
37
85
592
345
112
59
316
70
45
97
54
113
40
88
12
19
177
577
280
16
50
44
267
136
51
466
38
1
21
22
36
213
324
247
55
23
8
284
114
15
43
280
112
246
227
18
74
18
11
13
99
322
106
33
68
208
82
417
0
20
118
803
3
24
0
9
6
512
0
4
37
0
0
1
294
1
56
0
0
2
31
0
3
17
46
3
7
161
67
7
1
0
33
21
45
82
0
8
23
3
0
11
410
2
36
44
8
12
424
10
15
1
14
69
595
33
11
2
180
123
75306
11
10
370
4
26
7460
0
2
6
20
20
12
11
2
5
95
2
16
1
8
67
131
256
45
101
20
32
7
6083
836
751
96
7933
141
4
79
32
10
84
1488
216
192
44
545
50
5
18
7
19
16
93
39
34
10
200
191
41
12
1
1
41
1
267
3
639
1050
7
343
12
0
16
3
199
70
151
38
2
113
18
9
2
134
5356
60
2091
18
13
1419
490
26
22
305
33
92
1589
479
46
222
23
84
165
224
33
376
190
1101
74
317
18
109
47
14
197
168
1132
327
189
1142
169
378
26
372
65
49
43
129
1092
25
101
68
3494
420
152
584
9524
80
9
140
165
234
277
76
204
13
124
34
17
28
6
505
16
41
135
45
108
45
1221
119
368
19
32
81
34
19
382
24
8
259
10
153
74
12
165
51
75
27
230
38
8
7
120
13
12
39
1714
57
67
31
697
15
2
9
11
46
24
24
8
44
13
31
60
488
876
20
1
15
58
16
330
12
26
18
10
4
13
19
46
29
15
16
19
67
12
15
14
34
11
258
19
607
36
14
9
24
941
336
8
19
26
88
30
882
16
5
24
35
6
549
27
32
11
3
119
10
3914
228
89
4
17
348
34
212
98
400
49
6
9
541
115
185
1
30
11
23
2669
3
141
0
1
20
1
37
8
6
31
4
4
9
2
31
5
4
50
1
4
6
0
3
12
65
5
0
9
2
1466
1628
34
16
1
0
17
22
0
3
18
2
13
18
1
91
22
4
788
44
0
2
22
3
1076
0
8
0
386
27
7
0
26
7
3
19
5
4
14
2
1
2
7
2
4
0
2
25
1
0
51
4
4
63
7
0
0
28
13
573
849
274
2
6
2
1
9
27
6
0
1
31
0
0
0
1
6
1315
96
63
16
10
44
8
1
409
10
39
23
11
3
17
109
227
12
48
153
5
10
9
2
107
38
7
3
5
5
313
56
1
0
661
3
16
28
5
15
5
39
159
124
1
14
7
99
1
18
21
103
19
5
221
61
2267
56
5
547
4
8
7
21
2
1
6
4
7
8
9
128
14
95
13
22
47
2
20
37
3
9
21
10
13
4
16
23
1
482
38
3
141
72
2
2
8
19
28
1
56
0
13
7
23
35
140
49
19
11
17
10
5
10
964
6
8
32
13
1
26
401
184
810
248
120
61
139
406
2480
588
52
3
112
62
86
242
3526
118
192
75
311
28
404
563
100
7424
75
695
789
48
144
408
79
121
157
7067
1166
201
192
703
49
125
41
534
633
51
294
850
252
293
309
1703
831
10
653
306
53
25
410
143
159
56
205
153
264
8
1092
36
11
128
20
20
29
100
1
30
22
51
2
370
177
3556
5678
320
245
840
356
1027
136
1824
10
827
1815
165
10752
14508
152
417
73
87
423
919
198
5203
1295
539
6852
26
13899
319
5878
845
20857
13
7919
7724
17698
10713
14
0
214
94
12
33
1
62
296
4
606
109
357
80
15
21
2
18
139
58
17
5
183
21
1983
18
5
23
74
169
4
44
729
147
90
0
76
445
820
19
3540
0
5
188
11
150
391
3
8
6586
11
54
31
20
8
81
16
468
65
5
619
101
8281
85
21
0
11
5
100
744
11
21
1013
438
110
40
4
239
186
134
1313
20059
11
7
1289
36
14
173
4
126
14
73
189
13
44
54
416
3
0
69
59
1202
46
39
13
17
102
60
3
7695
2
1
32
54
39
11
476
1
7
3
1
0
44
5
38
30
5
9
126
44
19
41
231
36
82
1496
11
582
63
17
89
10
59
8
2698
4
4
5
423
22
2
117
383
222
15
1995
149
1
17
296
3
17
8
25
576
64
11
78
280
6
190
14
56
284
15
154
63
115
130
34
69
138
108
114
290
143
503
523
28
21
9
85
87
245
959
385
58
0
84
302
152
40
77
566
136
127
231
713
102
400
124
251
250
189
694
114
77
252
81
589
256
173
154
64
206
50
202
29
42
25
385
630
7
95
145
30
78
26
74
71
28
53
80
52
159
165
154
61
85
105
85
227
49
30
3
71
9
0
7
10
6
137
677
29
5
27
37
70
8
5
85
9
6
21
1
162
18
60
9
8
0
3
4
6
1
0
32
139
2
25
124
2
9
10
0
1
3
6
2
1659
33
335
74
0
3
73
7
7
81
6
3
19
3
3
2
5
0
4
55
46
2
9
9
19
16
9
2
5
0
76
50
77
4
17
69
2
34
0
3
9
19
2
7
763
2
9
33
4704
267
1
4
98
1
1
76
4
54
13
0
9
26
10
0
17
4
11
1777
1
12
0
4
6
0
17
0
0
0
0
4
0
1
37
149
0
6
3
0
1
3
0
6
17
1
7
0
8
1
0
39
1
8
0
0
2
0
0
0
13
3
7
0
0
0
11
1
0
0
29
0
0
1
0
91
265
8
0
0
0
4
2
0
0
150
9
47
42
7
1
1
9
24
609
31
31
1650
1
833
0
26
413
3736
0
5
6
1
8
44
0
0
13
0
2
1476
54
0
0
1
1
0
40
6
