5/26/2020
189
277
122
66
51
167
380
150
338
33
90
147
120
27
13
216
155
30
34
71
62
83
92
222
234
292
45
240
13
486
39
91
135
69
183
72
1645
21
141
45
522
82
207
65
309
145
117
660
2054
34
1384
204
35
95
160
124
144
106
467
204
95
408
607
272
65
122
75
0
0
207
2
0
0
0
85
0
0
31
27
16
1
0
0
24
3
0
2
4
2
2
0
3
0
0
0
0
1
1214
63
1041
24
23
3
51
8448
329
1550
2075
766
187
291
717
3
19
8
315
6
18
0
17
14
37
4
73
18
20
14
190
17
297
46
1
19
19
100
4
6
134
16
54
14
30
17
29
15
1
510
38
9
82
17
975
5
4
45
6
1
42
72
5
1
4
3
10
13
9
5
30
11
124
2
802
26
651
99
1
7
22
111
42
8
162
28
303
40
1
102
21
2986
2
10
40
15
5
1353
40
80
1535
13
94
1352
19
1876
698
14
4
47822
90
420
16
23
273
0
35
429
109
41
5578
188
4
7139
1310
76
4567
6882
2399
771
263
1904
1573
2675
200
36
1
6
499
524
670
42
4
1
1771
3
1017
200
28
2964
57
4121
8
12
2
941
224
71
5
16
1
3
63
2
67
5269
0
683
580
49
1581
26
134
3
7
177
3
3
0
2090
0
26
27
77
544
5
3
582
51
2
7
36
163
613
15
8
23
12
57
12
264
1
13
59
25
1
23
0
212
32
32
2423
19
15314
9917
1360
1026
11121
1053
815
371
1368
3508
4132
8334
370
27
97
51
399
6799
52
430
119
365
1305
132
121
44
1484
769
177
2
266
12
24
1
206
87
337
112
114
1969
18
119
239
29
8
277
1759
375
30
209
69
990
240
535
17168
107
70
194
67
1849
662
5429
369
1196
891
144
241
413
209
594
465
253
165
14
31
680
32
108
50
138
36
80
34
335
80
307
452
65
38
436
40
50
68
73
53
121
215
129
56
13
490
112
30
473
30
24
850
249
35
1174
57
2861
255
396
229
45
390
28
223
27
104
156
3434
50
174
1764
517
236
96
73
73
26
5
40
231
244
495
39
4256
139
1
100
137
93
65
3321
506
2383
192
40
84
26
28
655
355
24
153
32
34
30
18
82
34
57
16
103
360
70
16
15
260
91
65
12
98
41
49
78
39
399
119
9
37
81
568
335
108
58
301
70
43
91
52
102
39
88
12
16
176
558
269
16
32
43
262
129
46
454
37
1
19
21
34
213
323
234
53
22
8
268
106
14
41
279
102
218
221
18
73
17
11
9
95
307
105
33
67
208
81
414
0
20
118
798
3
20
0
3
6
510
0
4
33
0
0
1
287
1
49
0
0
2
31
0
3
17
40
3
7
154
66
7
1
0
32
21
40
82
0
8
23
3
0
11
396
2
34
44
8
10
407
10
15
1
13
67
569
33
10
2
178
115
73819
11
10
331
4
26
7290
0
2
6
20
20
12
11
2
5
88
2
15
1
8
67
131
228
45
101
20
27
7
5866
802
727
94
7767
140
4
76
31
10
83
1452
212
188
42
540
50
5
17
7
17
15
92
39
34
10
192
185
41
12
1
1
40
1
259
3
638
1017
7
332
10
0
16
3
194
68
141
37
2
113
18
9
2
133
5238
54
1993
18
12
1309
481
25
20
288
33
92
1582
461
39
222
23
82
164
224
31
357
185
1057
68
314
18
106
47
14
191
167
1115
321
187
1130
161
365
26
367
58
44
41
127
1086
25
94
60
3320
415
144
582
9268
76
9
139
160
231
262
74
189
13
124
34
17
26
6
490
16
39
133
43
108
45
1205
118
315
17
31
80
32
19
375
24
8
248
9
147
72
12
164
51
71
24
226
38
7
5
118
13
12
37
1690
55
67
31
247
15
2
9
11
46
22
18
8
34
10
30
60
486
865
20
0
15
56
9
323
7
26
18
8
4
13
19
43
25
13
13
19
64
12
13
13
33
11
257
18
604
36
14
7
22
936
336
6
19
25
85
30
872
16
4
24
33
6
545
24
32
10
3
118
4
3815
215
88
4
13
340
31
204
95
397
39
6
9
511
111
184
1
27
10
23
2638
3
124
0
1
20
1
37
7
6
29
4
4
9
2
31
5
4
50
1
4
6
0
3
12
63
5
0
9
2
1451
1607
33
16
1
0
17
22
0
3
12
1
13
18
1
89
22
4
765
40
0
2
22
1
1070
0
7
0
379
27
7
0
24
7
3
19
4
4
13
2
1
2
7
2
4
0
2
25
1
0
51
4
4
62
7
0
0
28
13
560
822
265
2
6
2
1
8
27
6
0
1
30
0
0
0
1
6
1310
96
56
15
10
43
8
1
392
9
39
22
11
3
16
105
224
12
48
148
5
7
9
2
104
38
7
3
5
5
308
56
1
0
644
3
16
25
3
8
5
39
157
124
1
13
7
97
1
18
21
99
18
5
219
61
2219
55
5
537
4
8
7
21
2
0
6
4
7
8
8
125
14
89
13
21
47
2
18
37
3
8
21
8
13
4
15
22
1
474
36
1
128
65
1
2
7
19
28
1
54
0
13
7
22
35
132
49
17
11
17
9
5
10
949
6
8
32
13
1
26
395
184
792
245
115
58
138
398
2347
578
52
3
112
61
74
239
3462
111
190
75
297
27
393
556
96
7332
74
678
776
47
138
399
70
119
157
7021
1125
200
188
663
48
119
40
529
625
51
292
848
249
291
304
1678
810
10
641
295
51
24
400
139
157
41
205
145
247
8
1056
36
11
128
20
20
22
99
1
28
21
51
2
359
176
3394
5498
308
243
811
353
1001
130
1746
10
795
1732
158
10291
13819
151
400
73
84
413
908
193
4997
1280
537
6733
26
13670
315
5796
840
20601
13
7863
7632
17533
10557
11
0
211
94
12
33
1
61
287
4
596
103
349
78
15
21
2
17
138
58
17
5
178
21
1964
18
5
23
71
169
3
42
705
144
84
0
74
438
802
19
3420
0
5
188
11
146
391
3
6
6528
11
54
31
19
8
79
16
464
65
5
604
92
8240
85
20
0
10
5
100
714
11
21
1000
431
104
40
4
236
186
126
1301
19909
11
7
1241
36
12
167
3
119
13
73
182
11
42
49
386
3
0
65
56
1164
46
30
13
17
97
58
3
7421
2
1
30
53
39
11
471
1
6
3
1
0
41
5
36
28
5
9
126
42
17
39
206
35
71
1478
11
570
59
14
85
10
59
8
2551
3
3
5
396
21
1
114
374
217
13
1959
144
0
16
220
3
17
8
24
553
58
11
78
263
6
189
14
53
277
14
142
60
114
127
33
58
135
101
108
284
140
485
503
27
20
8
78
87
237
904
370
52
0
84
296
146
40
74
506
131
125
222
689
97
389
113
246
248
166
675
110
71
249
80
539
231
166
144
64
205
49
201
26
40
24
358
597
7
91
131
30
78
24
66
71
26
50
74
50
158
159
133
59
85
102
84
221
45
24
3
61
9
0
7
10
6
123
640
28
5
26
37
64
7
5
82
9
5
20
1
149
18
60
9
8
0
2
4
6
1
0
30
139
2
19
120
2
8
10
0
1
3
5
2
1599
32
324
73
0
3
71
7
7
81
6
3
17
2
3
2
5
0
4
53
45
0
8
9
17
16
9
2
5
0
76
49
70
4
15
67
2
33
0
3
9
18
2
7
748
2
9
32
4583
267
1
4
94
0
1
74
4
53
13
0
9
26
10
0
17
4
11
1748
1
8
0
4
6
0
17
0
0
0
0
4
0
1
37
149
0
6
3
0
1
3
0
6
17
1
7
0
8
1
0
39
1
8
0
0
2
0
0
0
13
3
7
0
0
0
11
1
0
0
29
0
0
1
0
89
264
8
0
0
0
3
2
0
0
145
9
45
39
7
1
1
9
23
604
31
31
1639
1
826
0
25
390
3329
0
5
6
1
8
44
0
0
13
0
2
1470
54
0
0
1
1
0
39
6
6
11
2
0
8
10
1098
47
0
0
0
298
32
11
4
3
1
6
0
0
20
3
534
9
5
1
0
484
476
30
72
27
0
4
0
20
0
1
34
3
27
13
5
0
35
7
6226
29
22
0
0
78
20
2
56
4
61
0
1
1459
4
90
56
46
54
5
69
2149
324
1240
259
17
2049
17963
4381
6171
571
2024
17255
2103
18096
967
6544
15499
7911
6279
8462
15826
573
4489
1089
15293
1136
1362
2
42
130
5
49
0
428
19
15
20
1
1
24
2
6
7
2236
0
17
5
37
36
546
1605
14
133
1
49
24
32
3
73
0
1793
44
44364
522
81
78
77
136
123
95
373
39
77
3834
5753
36
20
196
193
225
5
103
72
54560
20
118
303
2762
80
39974
26092
965
917
2012
195
10277
208
104
69
1222
60960
466
13325
13019
197
463
668
49
11
55
240
39199
1338
122
154
1638
251
228
110
33107
82
37
274
27
13
57
34
2
32
115
91
76
277
295
446
107
3
35
54
153
587
20
15
5
69
299
186
590
11
18
359
76
670
1333
188
977
146
249
23
2
254
66
1092
151
276
40
318
72
201
1
230
25
351
26
372
193
59
51
18
2
56
3403
8
88
141
184
155
141
96
311
9
96
72
23
38
267
35
613
152
674
72
612
169
405
67
53
57
168
10
11
4
406
250
1478
54
26
13
1029
478
321
146
10
0
4
1
0
2
1
5
123
1580
0
0
1
12
4
4
1
0
326
2
1
0
0
0
0
2
1
16
7
5
59
39
1
1
6
3
8
8
1
19
5
3
0
2
3
61
1
18
0
10
13
36
3
24
8
191
19
283
18
64
402
25
817
28
27
225
193
43
657
26
106
4060
156
32
302
159
246
37
5414
35
7
258
94
32
2492
48
41
10
15
19
69
28
55
12
63
23
282
28
214
37
653
2152
141
1347
2623
307
6
200
351
73
609
5
104
45
5
92
13
18
2046
6
313
30
87
187
66
70
15
19
40
697
1277
540
321
46
6
19
340
117
252
51
277
36
82
