country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline
US,United States,Alabama,2/15/2020,5,2
US,United States,Alabama,2/16/2020,0,-1
US,United States,Alabama,2/17/2020,3,-17
US,United States,Alabama,2/18/2020,-4,1
US,United States,Alabama,2/19/2020,4,1
US,United States,Alabama,2/20/2020,-7,0
US,United States,Alabama,2/21/2020,3,1
US,United States,Alabama,2/22/2020,5,6
US,United States,Alabama,2/23/2020,3,2
US,United States,Alabama,2/24/2020,-2,-2
US,United States,Alabama,2/25/2020,7,-1
US,United States,Alabama,2/26/2020,16,0
US,United States,Alabama,2/27/2020,12,2
US,United States,Alabama,2/28/2020,12,1
US,United States,Alabama,2/29/2020,15,5
US,United States,Alabama,3/1/2020,16,4
US,United States,Alabama,3/2/2020,8,2
US,United States,Alabama,3/3/2020,20,2
US,United States,Alabama,3/4/2020,7,0
US,United States,Alabama,3/5/2020,7,2
US,United States,Alabama,3/6/2020,9,2
US,United States,Alabama,3/7/2020,12,7
US,United States,Alabama,3/8/2020,12,3
US,United States,Alabama,3/9/2020,10,2
US,United States,Alabama,3/10/2020,9,1
US,United States,Alabama,3/11/2020,10,1
US,United States,Alabama,3/12/2020,10,1
US,United States,Alabama,3/13/2020,7,-2
US,United States,Alabama,3/14/2020,1,4
US,United States,Alabama,3/15/2020,-7,-4
US,United States,Alabama,3/16/2020,-2,-10
US,United States,Alabama,3/17/2020,-11,-17
US,United States,Alabama,3/18/2020,-13,-22
US,United States,Alabama,3/19/2020,-20,-25
US,United States,Alabama,3/20/2020,-27,-29
US,United States,Alabama,3/21/2020,-35,-16
US,United States,Alabama,3/22/2020,-40,-27
US,United States,Alabama,3/23/2020,-33,-33
US,United States,Alabama,3/24/2020,-32,-34
US,United States,Alabama,3/25/2020,-28,-36
US,United States,Alabama,3/26/2020,-30,-36
US,United States,Alabama,3/27/2020,-30,-37
US,United States,Alabama,3/28/2020,-36,-22
US,United States,Alabama,3/29/2020,-41,-32
US,United States,Alabama,3/30/2020,-33,-38
US,United States,Alabama,3/31/2020,-36,-40
US,United States,Alabama,4/1/2020,-25,-39
US,United States,Alabama,4/2/2020,-32,-39
US,United States,Alabama,4/3/2020,-29,-40
US,United States,Alabama,4/4/2020,-41,-26
US,United States,Alabama,4/5/2020,-50,-36
US,United States,Alabama,4/6/2020,-37,-41
US,United States,Alabama,4/7/2020,-39,-42
US,United States,Alabama,4/8/2020,-36,-43
US,United States,Alabama,4/9/2020,-35,-43
US,United States,Alabama,4/10/2020,-34,-48
US,United States,Alabama,4/11/2020,-39,-29
US,United States,Alabama,4/12/2020,-64,-45
US,United States,Alabama,4/13/2020,-31,-41
US,United States,Alabama,4/14/2020,-30,-40
US,United States,Alabama,4/15/2020,-19,-40
US,United States,Alabama,4/16/2020,-26,-39
US,United States,Alabama,4/17/2020,-29,-40
US,United States,Alabama,4/18/2020,-33,-24
US,United States,Alabama,4/19/2020,-45,-37
US,United States,Alabama,4/20/2020,-23,-39
US,United States,Alabama,4/21/2020,-23,-38
US,United States,Alabama,4/22/2020,-23,-40
US,United States,Alabama,4/23/2020,-35,-42
US,United States,Alabama,4/24/2020,-26,-39
US,United States,Alabama,4/25/2020,-31,-23
US,United States,Alabama,4/26/2020,-30,-31
US,United States,Alabama,4/27/2020,-20,-37
US,United States,Alabama,4/28/2020,-21,-37
US,United States,Alabama,4/29/2020,-22,-39
US,United States,Alabama,4/30/2020,-18,-37
US,United States,Alabama,5/1/2020,-16,-36
US,United States,Alabama,5/2/2020,-21,-20
US,United States,Alabama,5/3/2020,-20,-27
US,United States,Alabama,5/4/2020,-11,-33
US,United States,Alabama,5/5/2020,-12,-33
US,United States,Alabama,5/6/2020,-11,-34
US,United States,Alabama,5/7/2020,-15,-34
US,United States,Alabama,5/8/2020,-22,-35
US,United States,Alabama,5/9/2020,-15,-18
US,United States,Alabama,5/10/2020,-19,-23
US,United States,Alabama,5/11/2020,-11,-31
US,United States,Alabama,5/12/2020,-9,-30
US,United States,Alabama,5/13/2020,-5,-31
US,United States,Alabama,5/14/2020,-10,-31
US,United States,Alabama,5/15/2020,-13,-32
US,United States,Alabama,5/16/2020,-15,-14
US,United States,Alabama,5/17/2020,-18,-21
US,United States,Alabama,5/18/2020,-8,-29
US,United States,Alabama,5/19/2020,-6,-28
US,United States,Alabama,5/20/2020,-1,-30
US,United States,Alabama,5/21/2020,-5,-30
US,United States,Alabama,5/22/2020,-11,-32
US,United States,Alabama,5/23/2020,-14,-14
US,United States,Alabama,5/24/2020,-13,-21
US,United States,Alabama,5/25/2020,-20,-67
US,United States,Alaska,2/15/2020,5,1
US,United States,Alaska,2/16/2020,15,1
US,United States,Alaska,2/17/2020,3,-33
US,United States,Alaska,2/18/2020,-2,-2
US,United States,Alaska,2/19/2020,0,-3
US,United States,Alaska,2/20/2020,3,2
US,United States,Alaska,2/21/2020,-1,5
US,United States,Alaska,2/22/2020,5,4
US,United States,Alaska,2/23/2020,12,2
US,United States,Alaska,2/24/2020,4,3
US,United States,Alaska,2/25/2020,6,3
US,United States,Alaska,2/26/2020,12,3
US,United States,Alaska,2/27/2020,10,2
US,United States,Alaska,2/28/2020,12,6
US,United States,Alaska,2/29/2020,13,5
US,United States,Alaska,3/1/2020,18,5
US,United States,Alaska,3/2/2020,6,1
US,United States,Alaska,3/3/2020,11,3
US,United States,Alaska,3/4/2020,11,3
US,United States,Alaska,3/5/2020,9,2
US,United States,Alaska,3/6/2020,9,0
US,United States,Alaska,3/7/2020,12,3
US,United States,Alaska,3/8/2020,13,2
US,United States,Alaska,3/9/2020,7,-10
US,United States,Alaska,3/10/2020,13,-7
US,United States,Alaska,3/11/2020,12,-8
US,United States,Alaska,3/12/2020,12,-9
US,United States,Alaska,3/13/2020,7,-10
US,United States,Alaska,3/14/2020,0,-1
US,United States,Alaska,3/15/2020,5,-1
US,United States,Alaska,3/16/2020,1,-12
US,United States,Alaska,3/17/2020,-14,-15
US,United States,Alaska,3/18/2020,-19,-21
US,United States,Alaska,3/19/2020,-26,-25
US,United States,Alaska,3/20/2020,-28,-25
US,United States,Alaska,3/21/2020,-37,-20
US,United States,Alaska,3/22/2020,-30,-21
US,United States,Alaska,3/23/2020,-36,-35
US,United States,Alaska,3/24/2020,-37,-39
US,United States,Alaska,3/25/2020,-40,-41
US,United States,Alaska,3/26/2020,-40,-42
US,United States,Alaska,3/27/2020,-42,-40
US,United States,Alaska,3/28/2020,-47,-30
US,United States,Alaska,3/29/2020,-48,-33
US,United States,Alaska,3/30/2020,-40,-46
US,United States,Alaska,3/31/2020,-37,-44
US,United States,Alaska,4/1/2020,-35,-44
US,United States,Alaska,4/2/2020,-42,-45
US,United States,Alaska,4/3/2020,-42,-43
US,United States,Alaska,4/4/2020,-47,-32
US,United States,Alaska,4/5/2020,-41,-32
US,United States,Alaska,4/6/2020,-37,-44
US,United States,Alaska,4/7/2020,-38,-44
US,United States,Alaska,4/8/2020,-38,-44
US,United States,Alaska,4/9/2020,-38,-44
US,United States,Alaska,4/10/2020,-40,-44
US,United States,Alaska,4/11/2020,-41,-32
US,United States,Alaska,4/12/2020,-55,-37
US,United States,Alaska,4/13/2020,-36,-43
US,United States,Alaska,4/14/2020,-32,-41
US,United States,Alaska,4/15/2020,-25,-41
US,United States,Alaska,4/16/2020,-29,-42
US,United States,Alaska,4/17/2020,-32,-39
US,United States,Alaska,4/18/2020,-33,-27
US,United States,Alaska,4/19/2020,-28,-28
US,United States,Alaska,4/20/2020,-25,-40
US,United States,Alaska,4/21/2020,-27,-40
US,United States,Alaska,4/22/2020,-24,-40
US,United States,Alaska,4/23/2020,-27,-40
US,United States,Alaska,4/24/2020,-28,-37
US,United States,Alaska,4/25/2020,-25,-25
US,United States,Alaska,4/26/2020,-17,-25
US,United States,Alaska,4/27/2020,-14,-36
US,United States,Alaska,4/28/2020,-15,-37
US,United States,Alaska,4/29/2020,-12,-37
US,United States,Alaska,4/30/2020,-16,-37
US,United States,Alaska,5/1/2020,-16,-34
US,United States,Alaska,5/2/2020,-15,-21
US,United States,Alaska,5/3/2020,-9,-21
US,United States,Alaska,5/4/2020,-9,-34
US,United States,Alaska,5/5/2020,-6,-33
US,United States,Alaska,5/6/2020,-6,-33
US,United States,Alaska,5/7/2020,-11,-34
US,United States,Alaska,5/8/2020,-13,-32
US,United States,Alaska,5/9/2020,-8,-18
US,United States,Alaska,5/10/2020,2,-17
US,United States,Alaska,5/11/2020,-6,-32
US,United States,Alaska,5/12/2020,-4,-31
US,United States,Alaska,5/13/2020,0,-30
US,United States,Alaska,5/14/2020,-6,-31
US,United States,Alaska,5/15/2020,-5,-29
US,United States,Alaska,5/16/2020,-7,-16
US,United States,Alaska,5/17/2020,6,-14
US,United States,Alaska,5/18/2020,0,-31
US,United States,Alaska,5/19/2020,0,-29
US,United States,Alaska,5/20/2020,3,-29
US,United States,Alaska,5/21/2020,-3,-30
US,United States,Alaska,5/22/2020,-3,-32
US,United States,Alaska,5/23/2020,-8,-16
US,United States,Alaska,5/24/2020,3,-17
US,United States,Alaska,5/25/2020,-14,-66
US,United States,Arizona,2/15/2020,3,-1
US,United States,Arizona,2/16/2020,7,0
US,United States,Arizona,2/17/2020,9,-25
US,United States,Arizona,2/18/2020,2,2
US,United States,Arizona,2/19/2020,4,1
US,United States,Arizona,2/20/2020,5,-1
US,United States,Arizona,2/21/2020,2,0
US,United States,Arizona,2/22/2020,-2,-4
US,United States,Arizona,2/23/2020,6,1
US,United States,Arizona,2/24/2020,5,3
US,United States,Arizona,2/25/2020,5,3
US,United States,Arizona,2/26/2020,9,2
US,United States,Arizona,2/27/2020,9,2
US,United States,Arizona,2/28/2020,7,3
US,United States,Arizona,2/29/2020,6,2
US,United States,Arizona,3/1/2020,12,3
US,United States,Arizona,3/2/2020,8,3
US,United States,Arizona,3/3/2020,9,3
US,United States,Arizona,3/4/2020,8,2
US,United States,Arizona,3/5/2020,9,2
US,United States,Arizona,3/6/2020,6,1
US,United States,Arizona,3/7/2020,4,1
US,United States,Arizona,3/8/2020,9,1
US,United States,Arizona,3/9/2020,9,-7
US,United States,Arizona,3/10/2020,6,-8
US,United States,Arizona,3/11/2020,5,-10
US,United States,Arizona,3/12/2020,6,-12
US,United States,Arizona,3/13/2020,0,-12
US,United States,Arizona,3/14/2020,-5,-2
US,United States,Arizona,3/15/2020,-2,-4
US,United States,Arizona,3/16/2020,0,-19
US,United States,Arizona,3/17/2020,-9,-24
US,United States,Arizona,3/18/2020,-23,-31
US,United States,Arizona,3/19/2020,-22,-33
US,United States,Arizona,3/20/2020,-28,-33
US,United States,Arizona,3/21/2020,-36,-22
US,United States,Arizona,3/22/2020,-37,-28
US,United States,Arizona,3/23/2020,-31,-37
US,United States,Arizona,3/24/2020,-32,-39
US,United States,Arizona,3/25/2020,-33,-41
US,United States,Arizona,3/26/2020,-34,-42
US,United States,Arizona,3/27/2020,-38,-41
US,United States,Arizona,3/28/2020,-41,-29
US,United States,Arizona,3/29/2020,-40,-33
US,United States,Arizona,3/30/2020,-30,-42
US,United States,Arizona,3/31/2020,-33,-44
US,United States,Arizona,4/1/2020,-38,-47
US,United States,Arizona,4/2/2020,-38,-47
US,United States,Arizona,4/3/2020,-38,-46
US,United States,Arizona,4/4/2020,-44,-34
US,United States,Arizona,4/5/2020,-43,-37
US,United States,Arizona,4/6/2020,-38,-47
US,United States,Arizona,4/7/2020,-38,-48
US,United States,Arizona,4/8/2020,-39,-49
US,United States,Arizona,4/9/2020,-37,-49
US,United States,Arizona,4/10/2020,-38,-50
US,United States,Arizona,4/11/2020,-43,-36
US,United States,Arizona,4/12/2020,-57,-41
US,United States,Arizona,4/13/2020,-39,-47
US,United States,Arizona,4/14/2020,-37,-47
US,United States,Arizona,4/15/2020,-31,-46
US,United States,Arizona,4/16/2020,-33,-47
US,United States,Arizona,4/17/2020,-37,-46
US,United States,Arizona,4/18/2020,-40,-32
US,United States,Arizona,4/19/2020,-38,-34
US,United States,Arizona,4/20/2020,-33,-46
US,United States,Arizona,4/21/2020,-34,-46
US,United States,Arizona,4/22/2020,-34,-47
US,United States,Arizona,4/23/2020,-34,-47
US,United States,Arizona,4/24/2020,-36,-46
US,United States,Arizona,4/25/2020,-40,-32
US,United States,Arizona,4/26/2020,-37,-34
US,United States,Arizona,4/27/2020,-31,-45
US,United States,Arizona,4/28/2020,-32,-46
US,United States,Arizona,4/29/2020,-31,-46
US,United States,Arizona,4/30/2020,-30,-46
US,United States,Arizona,5/1/2020,-31,-44
US,United States,Arizona,5/2/2020,-36,-30
US,United States,Arizona,5/3/2020,-34,-30
US,United States,Arizona,5/4/2020,-28,-43
US,United States,Arizona,5/5/2020,-27,-44
US,United States,Arizona,5/6/2020,-30,-44
US,United States,Arizona,5/7/2020,-29,-44
US,United States,Arizona,5/8/2020,-30,-42
US,United States,Arizona,5/9/2020,-32,-26
US,United States,Arizona,5/10/2020,-29,-25
US,United States,Arizona,5/11/2020,-25,-41
US,United States,Arizona,5/12/2020,-24,-41
US,United States,Arizona,5/13/2020,-24,-41
US,United States,Arizona,5/14/2020,-24,-42
US,United States,Arizona,5/15/2020,-26,-40
US,United States,Arizona,5/16/2020,-29,-23
US,United States,Arizona,5/17/2020,-25,-21
US,United States,Arizona,5/18/2020,-19,-38
US,United States,Arizona,5/19/2020,-18,-39
US,United States,Arizona,5/20/2020,-16,-39
US,United States,Arizona,5/21/2020,-15,-40
US,United States,Arizona,5/22/2020,-20,-39
US,United States,Arizona,5/23/2020,-25,-19
US,United States,Arizona,5/24/2020,-20,-19
US,United States,Arizona,5/25/2020,-20,-69
US,United States,Arkansas,2/15/2020,3,1
US,United States,Arkansas,2/16/2020,5,1
US,United States,Arkansas,2/17/2020,1,-16
US,United States,Arkansas,2/18/2020,-3,0
US,United States,Arkansas,2/19/2020,4,3
US,United States,Arkansas,2/20/2020,2,1
US,United States,Arkansas,2/21/2020,5,2
US,United States,Arkansas,2/22/2020,3,3
US,United States,Arkansas,2/23/2020,0,1
US,United States,Arkansas,2/24/2020,3,1
US,United States,Arkansas,2/25/2020,7,2
US,United States,Arkansas,2/26/2020,16,3
US,United States,Arkansas,2/27/2020,16,3
US,United States,Arkansas,2/28/2020,18,3
US,United States,Arkansas,2/29/2020,17,4
US,United States,Arkansas,3/1/2020,18,3
US,United States,Arkansas,3/2/2020,14,3
US,United States,Arkansas,3/3/2020,22,3
US,United States,Arkansas,3/4/2020,15,4
US,United States,Arkansas,3/5/2020,17,3
US,United States,Arkansas,3/6/2020,13,3
US,United States,Arkansas,3/7/2020,12,4
US,United States,Arkansas,3/8/2020,16,3
US,United States,Arkansas,3/9/2020,6,1
US,United States,Arkansas,3/10/2020,13,3
US,United States,Arkansas,3/11/2020,12,4
US,United States,Arkansas,3/12/2020,14,2
US,United States,Arkansas,3/13/2020,5,-2
US,United States,Arkansas,3/14/2020,-7,0
US,United States,Arkansas,3/15/2020,-5,-4
US,United States,Arkansas,3/16/2020,-6,-16
US,United States,Arkansas,3/17/2020,-10,-19
US,United States,Arkansas,3/18/2020,-12,-22
US,United States,Arkansas,3/19/2020,-18,-24
US,United States,Arkansas,3/20/2020,-23,-26
US,United States,Arkansas,3/21/2020,-33,-14
US,United States,Arkansas,3/22/2020,-41,-26
US,United States,Arkansas,3/23/2020,-29,-32
US,United States,Arkansas,3/24/2020,-30,-35
US,United States,Arkansas,3/25/2020,-25,-35
US,United States,Arkansas,3/26/2020,-24,-36
US,United States,Arkansas,3/27/2020,-28,-36
US,United States,Arkansas,3/28/2020,-39,-23
US,United States,Arkansas,3/29/2020,-29,-27
US,United States,Arkansas,3/30/2020,-31,-34
US,United States,Arkansas,3/31/2020,-26,-35
US,United States,Arkansas,4/1/2020,-19,-35
US,United States,Arkansas,4/2/2020,-24,-36
US,United States,Arkansas,4/3/2020,-28,-36
US,United States,Arkansas,4/4/2020,-42,-25
US,United States,Arkansas,4/5/2020,-36,-29
US,United States,Arkansas,4/6/2020,-29,-36
US,United States,Arkansas,4/7/2020,-30,-37
US,United States,Arkansas,4/8/2020,-25,-37
US,United States,Arkansas,4/9/2020,-25,-38
US,United States,Arkansas,4/10/2020,-25,-43
US,United States,Arkansas,4/11/2020,-35,-26
US,United States,Arkansas,4/12/2020,-53,-36
US,United States,Arkansas,4/13/2020,-26,-39
US,United States,Arkansas,4/14/2020,-25,-38
US,United States,Arkansas,4/15/2020,-10,-35
US,United States,Arkansas,4/16/2020,-15,-36
US,United States,Arkansas,4/17/2020,-23,-36
US,United States,Arkansas,4/18/2020,-25,-19
US,United States,Arkansas,4/19/2020,-31,-29
US,United States,Arkansas,4/20/2020,-16,-34
US,United States,Arkansas,4/21/2020,-15,-35
US,United States,Arkansas,4/22/2020,-25,-36
US,United States,Arkansas,4/23/2020,-18,-35
US,United States,Arkansas,4/24/2020,-20,-35
US,United States,Arkansas,4/25/2020,-23,-20
US,United States,Arkansas,4/26/2020,-18,-25
US,United States,Arkansas,4/27/2020,-14,-34
US,United States,Arkansas,4/28/2020,-15,-35
US,United States,Arkansas,4/29/2020,-9,-34
US,United States,Arkansas,4/30/2020,-8,-34
US,United States,Arkansas,5/1/2020,-8,-33
US,United States,Arkansas,5/2/2020,-15,-17
US,United States,Arkansas,5/3/2020,-15,-22
US,United States,Arkansas,5/4/2020,-8,-32
US,United States,Arkansas,5/5/2020,-5,-32
US,United States,Arkansas,5/6/2020,-4,-31
US,United States,Arkansas,5/7/2020,-9,-32
US,United States,Arkansas,5/8/2020,-10,-32
US,United States,Arkansas,5/9/2020,-9,-15
US,United States,Arkansas,5/10/2020,-8,-19
US,United States,Arkansas,5/11/2020,-9,-30
US,United States,Arkansas,5/12/2020,-13,-32
US,United States,Arkansas,5/13/2020,-3,-29
US,United States,Arkansas,5/14/2020,-7,-30
US,United States,Arkansas,5/15/2020,-13,-31
US,United States,Arkansas,5/16/2020,-16,-14
US,United States,Arkansas,5/17/2020,-11,-17
US,United States,Arkansas,5/18/2020,-2,-29
US,United States,Arkansas,5/19/2020,-2,-29
US,United States,Arkansas,5/20/2020,1,-28
US,United States,Arkansas,5/21/2020,-2,-30
US,United States,Arkansas,5/22/2020,-7,-32
US,United States,Arkansas,5/23/2020,-11,-14
US,United States,Arkansas,5/24/2020,-6,-19
US,United States,Arkansas,5/25/2020,-16,-67
US,United States,California,2/15/2020,1,-1
US,United States,California,2/16/2020,5,-1
US,United States,California,2/17/2020,9,-38
US,United States,California,2/18/2020,0,0
US,United States,California,2/19/2020,0,0
US,United States,California,2/20/2020,2,0
US,United States,California,2/21/2020,1,1
US,United States,California,2/22/2020,0,1
US,United States,California,2/23/2020,4,2
US,United States,California,2/24/2020,2,4
US,United States,California,2/25/2020,3,3
US,United States,California,2/26/2020,5,2
US,United States,California,2/27/2020,5,2
US,United States,California,2/28/2020,4,3
US,United States,California,2/29/2020,4,2
US,United States,California,3/1/2020,5,1
US,United States,California,3/2/2020,6,4
US,United States,California,3/3/2020,8,3
US,United States,California,3/4/2020,4,2
US,United States,California,3/5/2020,5,2
US,United States,California,3/6/2020,2,2
US,United States,California,3/7/2020,0,2
US,United States,California,3/8/2020,2,1
US,United States,California,3/9/2020,3,1
US,United States,California,3/10/2020,-1,-3
US,United States,California,3/11/2020,3,-3
US,United States,California,3/12/2020,-3,-6
US,United States,California,3/13/2020,-3,-8
US,United States,California,3/14/2020,-13,-6
US,United States,California,3/15/2020,-16,-8
US,United States,California,3/16/2020,-12,-24
US,United States,California,3/17/2020,-23,-33
US,United States,California,3/18/2020,-29,-38
US,United States,California,3/19/2020,-32,-40
US,United States,California,3/20/2020,-40,-44
US,United States,California,3/21/2020,-48,-33
US,United States,California,3/22/2020,-50,-36
US,United States,California,3/23/2020,-41,-49
US,United States,California,3/24/2020,-42,-50
US,United States,California,3/25/2020,-42,-51
US,United States,California,3/26/2020,-42,-51
US,United States,California,3/27/2020,-44,-50
US,United States,California,3/28/2020,-50,-37
US,United States,California,3/29/2020,-50,-39
US,United States,California,3/30/2020,-40,-51
US,United States,California,3/31/2020,-40,-53
US,United States,California,4/1/2020,-39,-52
US,United States,California,4/2/2020,-41,-53
US,United States,California,4/3/2020,-42,-51
US,United States,California,4/4/2020,-50,-39
US,United States,California,4/5/2020,-53,-42
US,United States,California,4/6/2020,-46,-54
US,United States,California,4/7/2020,-47,-55
US,United States,California,4/8/2020,-47,-55
US,United States,California,4/9/2020,-49,-56
US,United States,California,4/10/2020,-47,-56
US,United States,California,4/11/2020,-48,-40
US,United States,California,4/12/2020,-62,-44
US,United States,California,4/13/2020,-45,-52
US,United States,California,4/14/2020,-43,-52
US,United States,California,4/15/2020,-45,-52
US,United States,California,4/16/2020,-54,-52
US,United States,California,4/17/2020,-56,-50
US,United States,California,4/18/2020,-59,-35
US,United States,California,4/19/2020,-59,-37
US,United States,California,4/20/2020,-54,-50
US,United States,California,4/21/2020,-53,-51
US,United States,California,4/22/2020,-53,-51
US,United States,California,4/23/2020,-53,-51
US,United States,California,4/24/2020,-54,-50
US,United States,California,4/25/2020,-56,-34
US,United States,California,4/26/2020,-56,-36
US,United States,California,4/27/2020,-51,-49
US,United States,California,4/28/2020,-51,-50
US,United States,California,4/29/2020,-49,-50
US,United States,California,4/30/2020,-47,-50
US,United States,California,5/1/2020,-47,-48
US,United States,California,5/2/2020,-50,-32
US,United States,California,5/3/2020,-50,-32
US,United States,California,5/4/2020,-44,-47
US,United States,California,5/5/2020,-44,-48
US,United States,California,5/6/2020,-46,-48
US,United States,California,5/7/2020,-46,-49
US,United States,California,5/8/2020,-46,-46
US,United States,California,5/9/2020,-46,-29
US,United States,California,5/10/2020,-47,-28
US,United States,California,5/11/2020,-45,-46
US,United States,California,5/12/2020,-45,-47
US,United States,California,5/13/2020,-44,-47
US,United States,California,5/14/2020,-45,-47
US,United States,California,5/15/2020,-45,-45
US,United States,California,5/16/2020,-47,-27
US,United States,California,5/17/2020,-47,-28
US,United States,California,5/18/2020,-43,-45
US,United States,California,5/19/2020,-42,-45
US,United States,California,5/20/2020,-41,-45
US,United States,California,5/21/2020,-40,-45
US,United States,California,5/22/2020,-41,-43
US,United States,California,5/23/2020,-44,-24
US,United States,California,5/24/2020,-43,-26
US,United States,California,5/25/2020,-43,-72
US,United States,Colorado,2/15/2020,2,1
US,United States,Colorado,2/16/2020,7,1
US,United States,Colorado,2/17/2020,5,-20
US,United States,Colorado,2/18/2020,-5,-4
US,United States,Colorado,2/19/2020,-6,0
US,United States,Colorado,2/20/2020,2,0
US,United States,Colorado,2/21/2020,3,3
US,United States,Colorado,2/22/2020,3,4
US,United States,Colorado,2/23/2020,-4,-1
US,United States,Colorado,2/24/2020,0,8
US,United States,Colorado,2/25/2020,-3,2
US,United States,Colorado,2/26/2020,7,2
US,United States,Colorado,2/27/2020,7,2
US,United States,Colorado,2/28/2020,7,3
US,United States,Colorado,2/29/2020,5,4
US,United States,Colorado,3/1/2020,8,3
US,United States,Colorado,3/2/2020,3,7
US,United States,Colorado,3/3/2020,9,4
US,United States,Colorado,3/4/2020,8,2
US,United States,Colorado,3/5/2020,8,2
US,United States,Colorado,3/6/2020,6,2
US,United States,Colorado,3/7/2020,6,3
US,United States,Colorado,3/8/2020,8,2
US,United States,Colorado,3/9/2020,6,8
US,United States,Colorado,3/10/2020,6,2
US,United States,Colorado,3/11/2020,7,1
US,United States,Colorado,3/12/2020,6,-2
US,United States,Colorado,3/13/2020,-6,-8
US,United States,Colorado,3/14/2020,-14,-4
US,United States,Colorado,3/15/2020,-14,-10
US,United States,Colorado,3/16/2020,-7,-21
US,United States,Colorado,3/17/2020,-24,-34
US,United States,Colorado,3/18/2020,-26,-38
US,United States,Colorado,3/19/2020,-46,-47
US,United States,Colorado,3/20/2020,-42,-46
US,United States,Colorado,3/21/2020,-43,-29
US,United States,Colorado,3/22/2020,-41,-33
US,United States,Colorado,3/23/2020,-31,-41
US,United States,Colorado,3/24/2020,-35,-47
US,United States,Colorado,3/25/2020,-35,-49
US,United States,Colorado,3/26/2020,-50,-53
US,United States,Colorado,3/27/2020,-53,-53
US,United States,Colorado,3/28/2020,-56,-40
US,United States,Colorado,3/29/2020,-51,-40
US,United States,Colorado,3/30/2020,-44,-50
US,United States,Colorado,3/31/2020,-40,-53
US,United States,Colorado,4/1/2020,-41,-54
US,United States,Colorado,4/2/2020,-48,-56
US,United States,Colorado,4/3/2020,-47,-54
US,United States,Colorado,4/4/2020,-50,-40
US,United States,Colorado,4/5/2020,-47,-41
US,United States,Colorado,4/6/2020,-41,-51
US,United States,Colorado,4/7/2020,-41,-55
US,United States,Colorado,4/8/2020,-41,-55
US,United States,Colorado,4/9/2020,-42,-55
US,United States,Colorado,4/10/2020,-43,-55
US,United States,Colorado,4/11/2020,-46,-40
US,United States,Colorado,4/12/2020,-69,-49
US,United States,Colorado,4/13/2020,-53,-54
US,United States,Colorado,4/14/2020,-45,-54
US,United States,Colorado,4/15/2020,-38,-53
US,United States,Colorado,4/16/2020,-53,-58
US,United States,Colorado,4/17/2020,-43,-52
US,United States,Colorado,4/18/2020,-47,-36
US,United States,Colorado,4/19/2020,-43,-38
US,United States,Colorado,4/20/2020,-37,-49
US,United States,Colorado,4/21/2020,-38,-52
US,United States,Colorado,4/22/2020,-38,-53
US,United States,Colorado,4/23/2020,-39,-53
US,United States,Colorado,4/24/2020,-40,-51
US,United States,Colorado,4/25/2020,-41,-35
US,United States,Colorado,4/26/2020,-39,-37
US,United States,Colorado,4/27/2020,-31,-46
US,United States,Colorado,4/28/2020,-32,-50
US,United States,Colorado,4/29/2020,-31,-50
US,United States,Colorado,4/30/2020,-32,-51
US,United States,Colorado,5/1/2020,-31,-48
US,United States,Colorado,5/2/2020,-38,-32
US,United States,Colorado,5/3/2020,-31,-31
US,United States,Colorado,5/4/2020,-27,-44
US,United States,Colorado,5/5/2020,-25,-47
US,United States,Colorado,5/6/2020,-28,-48
US,United States,Colorado,5/7/2020,-28,-48
US,United States,Colorado,5/8/2020,-30,-45
US,United States,Colorado,5/9/2020,-31,-27
US,United States,Colorado,5/10/2020,-25,-27
US,United States,Colorado,5/11/2020,-31,-42
US,United States,Colorado,5/12/2020,-27,-45
US,United States,Colorado,5/13/2020,-25,-45
US,United States,Colorado,5/14/2020,-26,-46
US,United States,Colorado,5/15/2020,-29,-44
US,United States,Colorado,5/16/2020,-31,-25
US,United States,Colorado,5/17/2020,-25,-25
US,United States,Colorado,5/18/2020,-20,-39
US,United States,Colorado,5/19/2020,-20,-43
US,United States,Colorado,5/20/2020,-19,-44
US,United States,Colorado,5/21/2020,-19,-44
US,United States,Colorado,5/22/2020,-22,-43
US,United States,Colorado,5/23/2020,-30,-24
US,United States,Colorado,5/24/2020,-31,-27
US,United States,Colorado,5/25/2020,-21,-72
US,United States,Connecticut,2/15/2020,4,-2
US,United States,Connecticut,2/16/2020,5,0
US,United States,Connecticut,2/17/2020,11,-29
US,United States,Connecticut,2/18/2020,-1,-8
US,United States,Connecticut,2/19/2020,2,0
US,United States,Connecticut,2/20/2020,2,2
US,United States,Connecticut,2/21/2020,1,1
US,United States,Connecticut,2/22/2020,10,3
US,United States,Connecticut,2/23/2020,9,2
US,United States,Connecticut,2/24/2020,4,4
US,United States,Connecticut,2/25/2020,1,2
US,United States,Connecticut,2/26/2020,5,2
US,United States,Connecticut,2/27/2020,3,3
US,United States,Connecticut,2/28/2020,4,3
US,United States,Connecticut,2/29/2020,9,2
US,United States,Connecticut,3/1/2020,10,3
US,United States,Connecticut,3/2/2020,7,4
US,United States,Connecticut,3/3/2020,6,3
US,United States,Connecticut,3/4/2020,6,2
US,United States,Connecticut,3/5/2020,7,3
US,United States,Connecticut,3/6/2020,2,2
US,United States,Connecticut,3/7/2020,10,3
