country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline
US,United States,Pennsylvania,4/30/2020,-42,-51
US,United States,Pennsylvania,5/1/2020,-37,-48
US,United States,Pennsylvania,5/2/2020,-37,-31
US,United States,Pennsylvania,5/3/2020,-34,-30
US,United States,Pennsylvania,5/4/2020,-31,-47
US,United States,Pennsylvania,5/5/2020,-30,-47
US,United States,Pennsylvania,5/6/2020,-37,-48
US,United States,Pennsylvania,5/7/2020,-32,-47
US,United States,Pennsylvania,5/8/2020,-40,-46
US,United States,Pennsylvania,5/9/2020,-37,-29
US,United States,Pennsylvania,5/10/2020,-30,-27
US,United States,Pennsylvania,5/11/2020,-38,-45
US,United States,Pennsylvania,5/12/2020,-31,-45
US,United States,Pennsylvania,5/13/2020,-29,-45
US,United States,Pennsylvania,5/14/2020,-31,-45
US,United States,Pennsylvania,5/15/2020,-33,-44
US,United States,Pennsylvania,5/16/2020,-34,-25
US,United States,Pennsylvania,5/17/2020,-31,-26
US,United States,Pennsylvania,5/18/2020,-26,-42
US,United States,Pennsylvania,5/19/2020,-24,-43
US,United States,Pennsylvania,5/20/2020,-25,-43
US,United States,Pennsylvania,5/21/2020,-24,-44
US,United States,Pennsylvania,5/22/2020,-32,-44
US,United States,Pennsylvania,5/23/2020,-34,-24
US,United States,Pennsylvania,5/24/2020,-27,-26
US,United States,Pennsylvania,5/25/2020,-34,-74
US,United States,Rhode Island,2/15/2020,1,-1
US,United States,Rhode Island,2/16/2020,9,1
US,United States,Rhode Island,2/17/2020,13,-31
US,United States,Rhode Island,2/18/2020,0,-9
US,United States,Rhode Island,2/19/2020,4,-5
US,United States,Rhode Island,2/20/2020,4,-4
US,United States,Rhode Island,2/21/2020,2,-3
US,United States,Rhode Island,2/22/2020,8,2
US,United States,Rhode Island,2/23/2020,12,4
US,United States,Rhode Island,2/24/2020,7,4
US,United States,Rhode Island,2/25/2020,4,2
US,United States,Rhode Island,2/26/2020,8,2
US,United States,Rhode Island,2/27/2020,7,2
US,United States,Rhode Island,2/28/2020,8,4
US,United States,Rhode Island,2/29/2020,7,2
US,United States,Rhode Island,3/1/2020,13,5
US,United States,Rhode Island,3/2/2020,9,3
US,United States,Rhode Island,3/3/2020,9,2
US,United States,Rhode Island,3/4/2020,9,1
US,United States,Rhode Island,3/5/2020,8,2
US,United States,Rhode Island,3/6/2020,4,3
US,United States,Rhode Island,3/7/2020,5,2
US,United States,Rhode Island,3/8/2020,11,4
US,United States,Rhode Island,3/9/2020,13,2
US,United States,Rhode Island,3/10/2020,8,0
US,United States,Rhode Island,3/11/2020,7,-3
US,United States,Rhode Island,3/12/2020,6,-1
US,United States,Rhode Island,3/13/2020,-1,-3
US,United States,Rhode Island,3/14/2020,-9,-4
US,United States,Rhode Island,3/15/2020,-13,-5
US,United States,Rhode Island,3/16/2020,-8,-22
US,United States,Rhode Island,3/17/2020,-31,-31
US,United States,Rhode Island,3/18/2020,-28,-33
US,United States,Rhode Island,3/19/2020,-36,-36
US,United States,Rhode Island,3/20/2020,-32,-35
US,United States,Rhode Island,3/21/2020,-39,-25
US,United States,Rhode Island,3/22/2020,-42,-28
US,United States,Rhode Island,3/23/2020,-42,-40
US,United States,Rhode Island,3/24/2020,-40,-44
US,United States,Rhode Island,3/25/2020,-43,-46
US,United States,Rhode Island,3/26/2020,-38,-45
US,United States,Rhode Island,3/27/2020,-39,-44
US,United States,Rhode Island,3/28/2020,-46,-35
US,United States,Rhode Island,3/29/2020,-55,-37
US,United States,Rhode Island,3/30/2020,-45,-47
US,United States,Rhode Island,3/31/2020,-41,-49
US,United States,Rhode Island,4/1/2020,-41,-49
US,United States,Rhode Island,4/2/2020,-44,-50
US,United States,Rhode Island,4/3/2020,-49,-50
US,United States,Rhode Island,4/4/2020,-50,-38
US,United States,Rhode Island,4/5/2020,-50,-37
US,United States,Rhode Island,4/6/2020,-39,-50
US,United States,Rhode Island,4/7/2020,-40,-52
US,United States,Rhode Island,4/8/2020,-46,-53
US,United States,Rhode Island,4/9/2020,-49,-54
US,United States,Rhode Island,4/10/2020,-44,-54
US,United States,Rhode Island,4/11/2020,-45,-40
US,United States,Rhode Island,4/12/2020,-63,-43
US,United States,Rhode Island,4/13/2020,-56,-54
US,United States,Rhode Island,4/14/2020,-35,-51
US,United States,Rhode Island,4/15/2020,-36,-51
US,United States,Rhode Island,4/16/2020,-37,-51
US,United States,Rhode Island,4/17/2020,-39,-49
US,United States,Rhode Island,4/18/2020,-54,-41
US,United States,Rhode Island,4/19/2020,-38,-35
US,United States,Rhode Island,4/20/2020,-37,-50
US,United States,Rhode Island,4/21/2020,-43,-51
US,United States,Rhode Island,4/22/2020,-38,-51
US,United States,Rhode Island,4/23/2020,-37,-50
US,United States,Rhode Island,4/24/2020,-45,-50
US,United States,Rhode Island,4/25/2020,-38,-35
US,United States,Rhode Island,4/26/2020,-48,-38
US,United States,Rhode Island,4/27/2020,-41,-49
US,United States,Rhode Island,4/28/2020,-32,-49
US,United States,Rhode Island,4/29/2020,-31,-50
US,United States,Rhode Island,4/30/2020,-39,-50
US,United States,Rhode Island,5/1/2020,-35,-48
US,United States,Rhode Island,5/2/2020,-33,-32
US,United States,Rhode Island,5/3/2020,-27,-29
US,United States,Rhode Island,5/4/2020,-26,-47
US,United States,Rhode Island,5/5/2020,-23,-47
US,United States,Rhode Island,5/6/2020,-30,-48
US,United States,Rhode Island,5/7/2020,-30,-47
US,United States,Rhode Island,5/8/2020,-35,-46
US,United States,Rhode Island,5/9/2020,-35,-32
US,United States,Rhode Island,5/10/2020,-26,-26
US,United States,Rhode Island,5/11/2020,-33,-45
US,United States,Rhode Island,5/12/2020,-26,-45
US,United States,Rhode Island,5/13/2020,-25,-45
US,United States,Rhode Island,5/14/2020,-23,-45
US,United States,Rhode Island,5/15/2020,-27,-44
US,United States,Rhode Island,5/16/2020,-26,-28
US,United States,Rhode Island,5/17/2020,-24,-23
US,United States,Rhode Island,5/18/2020,-23,-42
US,United States,Rhode Island,5/19/2020,-19,-43
US,United States,Rhode Island,5/20/2020,-17,-43
US,United States,Rhode Island,5/21/2020,-17,-43
US,United States,Rhode Island,5/22/2020,-18,-43
US,United States,Rhode Island,5/23/2020,-32,-27
US,United States,Rhode Island,5/24/2020,-13,-20
US,United States,Rhode Island,5/25/2020,-18,-73
US,United States,South Carolina,2/15/2020,7,0
US,United States,South Carolina,2/16/2020,3,-1
US,United States,South Carolina,2/17/2020,6,-15
US,United States,South Carolina,2/18/2020,-1,1
US,United States,South Carolina,2/19/2020,1,0
US,United States,South Carolina,2/20/2020,-7,-1
US,United States,South Carolina,2/21/2020,2,-2
US,United States,South Carolina,2/22/2020,5,3
US,United States,South Carolina,2/23/2020,5,3
US,United States,South Carolina,2/24/2020,-1,3
US,United States,South Carolina,2/25/2020,6,2
US,United States,South Carolina,2/26/2020,10,2
US,United States,South Carolina,2/27/2020,13,2
US,United States,South Carolina,2/28/2020,12,1
US,United States,South Carolina,2/29/2020,15,3
US,United States,South Carolina,3/1/2020,16,3
US,United States,South Carolina,3/2/2020,10,4
US,United States,South Carolina,3/3/2020,10,2
US,United States,South Carolina,3/4/2020,7,1
US,United States,South Carolina,3/5/2020,2,-1
US,United States,South Carolina,3/6/2020,9,2
US,United States,South Carolina,3/7/2020,11,3
US,United States,South Carolina,3/8/2020,12,2
US,United States,South Carolina,3/9/2020,9,2
US,United States,South Carolina,3/10/2020,9,1
US,United States,South Carolina,3/11/2020,10,1
US,United States,South Carolina,3/12/2020,11,0
US,United States,South Carolina,3/13/2020,8,-2
US,United States,South Carolina,3/14/2020,4,1
US,United States,South Carolina,3/15/2020,2,-3
US,United States,South Carolina,3/16/2020,-1,-10
US,United States,South Carolina,3/17/2020,-8,-15
US,United States,South Carolina,3/18/2020,-19,-21
US,United States,South Carolina,3/19/2020,-22,-23
US,United States,South Carolina,3/20/2020,-25,-26
US,United States,South Carolina,3/21/2020,-32,-17
US,United States,South Carolina,3/22/2020,-39,-28
US,United States,South Carolina,3/23/2020,-34,-30
US,United States,South Carolina,3/24/2020,-36,-33
US,United States,South Carolina,3/25/2020,-30,-34
US,United States,South Carolina,3/26/2020,-31,-35
US,United States,South Carolina,3/27/2020,-32,-35
US,United States,South Carolina,3/28/2020,-35,-25
US,United States,South Carolina,3/29/2020,-38,-34
US,United States,South Carolina,3/30/2020,-30,-36
US,United States,South Carolina,3/31/2020,-32,-39
US,United States,South Carolina,4/1/2020,-30,-40
US,United States,South Carolina,4/2/2020,-33,-41
US,United States,South Carolina,4/3/2020,-32,-41
US,United States,South Carolina,4/4/2020,-40,-31
US,United States,South Carolina,4/5/2020,-42,-38
US,United States,South Carolina,4/6/2020,-33,-41
US,United States,South Carolina,4/7/2020,-36,-43
US,United States,South Carolina,4/8/2020,-41,-45
US,United States,South Carolina,4/9/2020,-38,-45
US,United States,South Carolina,4/10/2020,-37,-52
US,United States,South Carolina,4/11/2020,-41,-34
US,United States,South Carolina,4/12/2020,-64,-46
US,United States,South Carolina,4/13/2020,-36,-45
US,United States,South Carolina,4/14/2020,-29,-41
US,United States,South Carolina,4/15/2020,-25,-42
US,United States,South Carolina,4/16/2020,-26,-41
US,United States,South Carolina,4/17/2020,-30,-41
US,United States,South Carolina,4/18/2020,-34,-29
US,United States,South Carolina,4/19/2020,-41,-37
US,United States,South Carolina,4/20/2020,-30,-40
US,United States,South Carolina,4/21/2020,-25,-40
US,United States,South Carolina,4/22/2020,-25,-41
US,United States,South Carolina,4/23/2020,-34,-42
US,United States,South Carolina,4/24/2020,-29,-40
US,United States,South Carolina,4/25/2020,-32,-28
US,United States,South Carolina,4/26/2020,-30,-34
US,United States,South Carolina,4/27/2020,-20,-37
US,United States,South Carolina,4/28/2020,-19,-39
US,United States,South Carolina,4/29/2020,-21,-40
US,United States,South Carolina,4/30/2020,-21,-39
US,United States,South Carolina,5/1/2020,-19,-38
US,United States,South Carolina,5/2/2020,-23,-25
US,United States,South Carolina,5/3/2020,-22,-29
US,United States,South Carolina,5/4/2020,-14,-34
US,United States,South Carolina,5/5/2020,-14,-36
US,United States,South Carolina,5/6/2020,-14,-36
US,United States,South Carolina,5/7/2020,-15,-35
US,United States,South Carolina,5/8/2020,-19,-36
US,United States,South Carolina,5/9/2020,-15,-22
US,United States,South Carolina,5/10/2020,-17,-26
US,United States,South Carolina,5/11/2020,-13,-33
US,United States,South Carolina,5/12/2020,-11,-33
US,United States,South Carolina,5/13/2020,-12,-33
US,United States,South Carolina,5/14/2020,-13,-33
US,United States,South Carolina,5/15/2020,-13,-34
US,United States,South Carolina,5/16/2020,-14,-20
US,United States,South Carolina,5/17/2020,-12,-23
US,United States,South Carolina,5/18/2020,-10,-30
US,United States,South Carolina,5/19/2020,-9,-31
US,United States,South Carolina,5/20/2020,-13,-33
US,United States,South Carolina,5/21/2020,-7,-32
US,United States,South Carolina,5/22/2020,-9,-32
US,United States,South Carolina,5/23/2020,-9,-15
US,United States,South Carolina,5/24/2020,-7,-23
US,United States,South Carolina,5/25/2020,-13,-65
US,United States,South Dakota,2/15/2020,7,-1
US,United States,South Dakota,2/16/2020,15,1
US,United States,South Dakota,2/17/2020,3,-23
US,United States,South Dakota,2/18/2020,-5,-1
US,United States,South Dakota,2/19/2020,-5,1
US,United States,South Dakota,2/20/2020,1,1
US,United States,South Dakota,2/21/2020,4,5
US,United States,South Dakota,2/22/2020,7,2
US,United States,South Dakota,2/23/2020,13,5
US,United States,South Dakota,2/24/2020,-5,4
US,United States,South Dakota,2/25/2020,-9,-6
US,United States,South Dakota,2/26/2020,6,2
US,United States,South Dakota,2/27/2020,7,0
US,United States,South Dakota,2/28/2020,12,2
US,United States,South Dakota,2/29/2020,14,1
US,United States,South Dakota,3/1/2020,19,5
US,United States,South Dakota,3/2/2020,6,5
US,United States,South Dakota,3/3/2020,8,2
US,United States,South Dakota,3/4/2020,8,2
US,United States,South Dakota,3/5/2020,5,2
US,United States,South Dakota,3/6/2020,10,5
US,United States,South Dakota,3/7/2020,13,2
US,United States,South Dakota,3/8/2020,18,2
US,United States,South Dakota,3/9/2020,6,2
US,United States,South Dakota,3/10/2020,9,0
US,United States,South Dakota,3/11/2020,7,0
US,United States,South Dakota,3/12/2020,3,-3
US,United States,South Dakota,3/13/2020,1,-1
US,United States,South Dakota,3/14/2020,-21,-6
US,United States,South Dakota,3/15/2020,-8,-6
US,United States,South Dakota,3/16/2020,-7,-15
US,United States,South Dakota,3/17/2020,-8,-19
US,United States,South Dakota,3/18/2020,-14,-21
US,United States,South Dakota,3/19/2020,-29,-25
US,United States,South Dakota,3/20/2020,-26,-23
US,United States,South Dakota,3/21/2020,-33,-13
US,United States,South Dakota,3/22/2020,-31,-18
US,United States,South Dakota,3/23/2020,-23,-23
US,United States,South Dakota,3/24/2020,-28,-27
US,United States,South Dakota,3/25/2020,-35,-30
US,United States,South Dakota,3/26/2020,-37,-31
US,United States,South Dakota,3/27/2020,-36,-29
US,United States,South Dakota,3/28/2020,-49,-22
US,United States,South Dakota,3/29/2020,-35,-25
US,United States,South Dakota,3/30/2020,-31,-30
US,United States,South Dakota,3/31/2020,-32,-33
US,United States,South Dakota,4/1/2020,-32,-34
US,United States,South Dakota,4/2/2020,-50,-39
US,United States,South Dakota,4/3/2020,-41,-35
US,United States,South Dakota,4/4/2020,-45,-27
US,United States,South Dakota,4/5/2020,-38,-29
US,United States,South Dakota,4/6/2020,-32,-33
US,United States,South Dakota,4/7/2020,-31,-36
US,United States,South Dakota,4/8/2020,-37,-37
US,United States,South Dakota,4/9/2020,-38,-38
US,United States,South Dakota,4/10/2020,-33,-42
US,United States,South Dakota,4/11/2020,-47,-31
US,United States,South Dakota,4/12/2020,-73,-44
US,United States,South Dakota,4/13/2020,-41,-39
US,United States,South Dakota,4/14/2020,-40,-37
US,United States,South Dakota,4/15/2020,-32,-37
US,United States,South Dakota,4/16/2020,-33,-37
US,United States,South Dakota,4/17/2020,-32,-35
US,United States,South Dakota,4/18/2020,-37,-26
US,United States,South Dakota,4/19/2020,-34,-28
US,United States,South Dakota,4/20/2020,-28,-35
US,United States,South Dakota,4/21/2020,-27,-38
US,United States,South Dakota,4/22/2020,-25,-38
US,United States,South Dakota,4/23/2020,-29,-38
US,United States,South Dakota,4/24/2020,-29,-35
US,United States,South Dakota,4/25/2020,-35,-25
US,United States,South Dakota,4/26/2020,-20,-25
US,United States,South Dakota,4/27/2020,-19,-34
US,United States,South Dakota,4/28/2020,-24,-36
US,United States,South Dakota,4/29/2020,-20,-36
US,United States,South Dakota,4/30/2020,-17,-36
US,United States,South Dakota,5/1/2020,-17,-34
US,United States,South Dakota,5/2/2020,-24,-21
US,United States,South Dakota,5/3/2020,-11,-20
US,United States,South Dakota,5/4/2020,-17,-32
US,United States,South Dakota,5/5/2020,-14,-33
US,United States,South Dakota,5/6/2020,-15,-33
US,United States,South Dakota,5/7/2020,-18,-33
US,United States,South Dakota,5/8/2020,-14,-31
US,United States,South Dakota,5/9/2020,-21,-19
US,United States,South Dakota,5/10/2020,-6,-16
US,United States,South Dakota,5/11/2020,-15,-29
US,United States,South Dakota,5/12/2020,-16,-31
US,United States,South Dakota,5/13/2020,-15,-31
US,United States,South Dakota,5/14/2020,-12,-31
US,United States,South Dakota,5/15/2020,-12,-30
US,United States,South Dakota,5/16/2020,-19,-16
US,United States,South Dakota,5/17/2020,-5,-13
US,United States,South Dakota,5/18/2020,-4,-27
US,United States,South Dakota,5/19/2020,-4,-30
US,United States,South Dakota,5/20/2020,-5,-30
US,United States,South Dakota,5/21/2020,-4,-31
US,United States,South Dakota,5/22/2020,-4,-31
US,United States,South Dakota,5/23/2020,-13,-16
US,United States,South Dakota,5/24/2020,6,-16
US,United States,South Dakota,5/25/2020,-6,-73
US,United States,Tennessee,2/15/2020,7,3
US,United States,Tennessee,2/16/2020,6,1
US,United States,Tennessee,2/17/2020,6,-15
US,United States,Tennessee,2/18/2020,-3,1
US,United States,Tennessee,2/19/2020,3,3
US,United States,Tennessee,2/20/2020,-5,0
US,United States,Tennessee,2/21/2020,0,0
US,United States,Tennessee,2/22/2020,6,5
US,United States,Tennessee,2/23/2020,3,1
US,United States,Tennessee,2/24/2020,-2,2
US,United States,Tennessee,2/25/2020,8,3
US,United States,Tennessee,2/26/2020,10,3
US,United States,Tennessee,2/27/2020,11,2
US,United States,Tennessee,2/28/2020,9,1
US,United States,Tennessee,2/29/2020,16,5
US,United States,Tennessee,3/1/2020,16,3
US,United States,Tennessee,3/2/2020,8,2
US,United States,Tennessee,3/3/2020,17,-8
US,United States,Tennessee,3/4/2020,12,0
US,United States,Tennessee,3/5/2020,11,1
US,United States,Tennessee,3/6/2020,5,0
US,United States,Tennessee,3/7/2020,12,6
US,United States,Tennessee,3/8/2020,13,2
US,United States,Tennessee,3/9/2020,8,0
US,United States,Tennessee,3/10/2020,8,-1
US,United States,Tennessee,3/11/2020,8,0
US,United States,Tennessee,3/12/2020,7,-2
US,United States,Tennessee,3/13/2020,2,-6
US,United States,Tennessee,3/14/2020,-4,1
US,United States,Tennessee,3/15/2020,-8,-7
US,United States,Tennessee,3/16/2020,-4,-15
US,United States,Tennessee,3/17/2020,-10,-19
US,United States,Tennessee,3/18/2020,-15,-22
US,United States,Tennessee,3/19/2020,-17,-24
US,United States,Tennessee,3/20/2020,-27,-27
US,United States,Tennessee,3/21/2020,-33,-16
US,United States,Tennessee,3/22/2020,-37,-28
US,United States,Tennessee,3/23/2020,-32,-34
US,United States,Tennessee,3/24/2020,-39,-38
US,United States,Tennessee,3/25/2020,-33,-38
US,United States,Tennessee,3/26/2020,-31,-39
US,United States,Tennessee,3/27/2020,-34,-39
US,United States,Tennessee,3/28/2020,-38,-26
US,United States,Tennessee,3/29/2020,-35,-34
US,United States,Tennessee,3/30/2020,-31,-39
US,United States,Tennessee,3/31/2020,-36,-42
US,United States,Tennessee,4/1/2020,-31,-42
US,United States,Tennessee,4/2/2020,-33,-42
US,United States,Tennessee,4/3/2020,-37,-44
US,United States,Tennessee,4/4/2020,-45,-31
US,United States,Tennessee,4/5/2020,-43,-38
US,United States,Tennessee,4/6/2020,-35,-43
US,United States,Tennessee,4/7/2020,-36,-45
US,United States,Tennessee,4/8/2020,-35,-45
US,United States,Tennessee,4/9/2020,-33,-46
US,United States,Tennessee,4/10/2020,-36,-53
US,United States,Tennessee,4/11/2020,-40,-33
US,United States,Tennessee,4/12/2020,-65,-47
US,United States,Tennessee,4/13/2020,-33,-44
US,United States,Tennessee,4/14/2020,-31,-43
US,United States,Tennessee,4/15/2020,-21,-42
US,United States,Tennessee,4/16/2020,-25,-42
US,United States,Tennessee,4/17/2020,-30,-42
US,United States,Tennessee,4/18/2020,-33,-27
US,United States,Tennessee,4/19/2020,-38,-36
US,United States,Tennessee,4/20/2020,-25,-40
US,United States,Tennessee,4/21/2020,-24,-41
US,United States,Tennessee,4/22/2020,-26,-41
US,United States,Tennessee,4/23/2020,-32,-42
US,United States,Tennessee,4/24/2020,-30,-41
US,United States,Tennessee,4/25/2020,-36,-28
US,United States,Tennessee,4/26/2020,-34,-35
US,United States,Tennessee,4/27/2020,-18,-38
US,United States,Tennessee,4/28/2020,-18,-39
US,United States,Tennessee,4/29/2020,-20,-40
US,United States,Tennessee,4/30/2020,-18,-39
US,United States,Tennessee,5/1/2020,-17,-38
US,United States,Tennessee,5/2/2020,-20,-22
US,United States,Tennessee,5/3/2020,-20,-28
US,United States,Tennessee,5/4/2020,-10,-36
US,United States,Tennessee,5/5/2020,-10,-36
US,United States,Tennessee,5/6/2020,-12,-36
US,United States,Tennessee,5/7/2020,-12,-35
US,United States,Tennessee,5/8/2020,-21,-37
US,United States,Tennessee,5/9/2020,-13,-18
US,United States,Tennessee,5/10/2020,-12,-23
US,United States,Tennessee,5/11/2020,-10,-33
US,United States,Tennessee,5/12/2020,-11,-34
US,United States,Tennessee,5/13/2020,-9,-34
US,United States,Tennessee,5/14/2020,-9,-34
US,United States,Tennessee,5/15/2020,-13,-34
US,United States,Tennessee,5/16/2020,-14,-16
US,United States,Tennessee,5/17/2020,-14,-22
US,United States,Tennessee,5/18/2020,-8,-32
US,United States,Tennessee,5/19/2020,-7,-32
US,United States,Tennessee,5/20/2020,-6,-33
US,United States,Tennessee,5/21/2020,-6,-33
US,United States,Tennessee,5/22/2020,-11,-34
US,United States,Tennessee,5/23/2020,-11,-15
US,United States,Tennessee,5/24/2020,-7,-23
US,United States,Tennessee,5/25/2020,-14,-68
US,United States,Texas,2/15/2020,3,1
US,United States,Texas,2/16/2020,8,1
US,United States,Texas,2/17/2020,6,-18
US,United States,Texas,2/18/2020,-1,1
US,United States,Texas,2/19/2020,-2,3
US,United States,Texas,2/20/2020,-1,1
US,United States,Texas,2/21/2020,2,3
US,United States,Texas,2/22/2020,3,4
US,United States,Texas,2/23/2020,4,1
US,United States,Texas,2/24/2020,2,3
US,United States,Texas,2/25/2020,6,3
US,United States,Texas,2/26/2020,10,4
US,United States,Texas,2/27/2020,11,2
US,United States,Texas,2/28/2020,10,1
US,United States,Texas,2/29/2020,10,3
US,United States,Texas,3/1/2020,14,2
US,United States,Texas,3/2/2020,8,4
US,United States,Texas,3/3/2020,12,3
US,United States,Texas,3/4/2020,6,2
US,United States,Texas,3/5/2020,11,3
US,United States,Texas,3/6/2020,6,3
US,United States,Texas,3/7/2020,5,3
US,United States,Texas,3/8/2020,9,0
US,United States,Texas,3/9/2020,6,-9
US,United States,Texas,3/10/2020,10,-10
US,United States,Texas,3/11/2020,12,-9
US,United States,Texas,3/12/2020,11,-11
US,United States,Texas,3/13/2020,1,-15
US,United States,Texas,3/14/2020,-8,-3
US,United States,Texas,3/15/2020,-9,-7
US,United States,Texas,3/16/2020,-4,-22
US,United States,Texas,3/17/2020,-12,-26
US,United States,Texas,3/18/2020,-16,-29
US,United States,Texas,3/19/2020,-22,-32
US,United States,Texas,3/20/2020,-30,-34
US,United States,Texas,3/21/2020,-40,-22
US,United States,Texas,3/22/2020,-41,-29
US,United States,Texas,3/23/2020,-31,-36
US,United States,Texas,3/24/2020,-30,-40
US,United States,Texas,3/25/2020,-39,-44
US,United States,Texas,3/26/2020,-38,-45
US,United States,Texas,3/27/2020,-41,-45
US,United States,Texas,3/28/2020,-47,-32
US,United States,Texas,3/29/2020,-45,-36
US,United States,Texas,3/30/2020,-41,-46
US,United States,Texas,3/31/2020,-35,-47
US,United States,Texas,4/1/2020,-33,-47
US,United States,Texas,4/2/2020,-39,-48
US,United States,Texas,4/3/2020,-41,-48
US,United States,Texas,4/4/2020,-52,-37
US,United States,Texas,4/5/2020,-48,-39
US,United States,Texas,4/6/2020,-41,-47
US,United States,Texas,4/7/2020,-38,-49
US,United States,Texas,4/8/2020,-38,-48
US,United States,Texas,4/9/2020,-39,-50
US,United States,Texas,4/10/2020,-39,-56
US,United States,Texas,4/11/2020,-45,-38
US,United States,Texas,4/12/2020,-57,-43
US,United States,Texas,4/13/2020,-38,-47
US,United States,Texas,4/14/2020,-36,-47
US,United States,Texas,4/15/2020,-29,-46
US,United States,Texas,4/16/2020,-32,-47
US,United States,Texas,4/17/2020,-37,-46
US,United States,Texas,4/18/2020,-41,-31
US,United States,Texas,4/19/2020,-42,-36
US,United States,Texas,4/20/2020,-33,-45
US,United States,Texas,4/21/2020,-32,-47
US,United States,Texas,4/22/2020,-34,-46
US,United States,Texas,4/23/2020,-31,-46
US,United States,Texas,4/24/2020,-33,-45
US,United States,Texas,4/25/2020,-37,-30
US,United States,Texas,4/26/2020,-35,-34
US,United States,Texas,4/27/2020,-29,-44
US,United States,Texas,4/28/2020,-30,-46
US,United States,Texas,4/29/2020,-27,-45
US,United States,Texas,4/30/2020,-25,-45
US,United States,Texas,5/1/2020,-26,-43
US,United States,Texas,5/2/2020,-30,-26
US,United States,Texas,5/3/2020,-28,-28
US,United States,Texas,5/4/2020,-23,-41
US,United States,Texas,5/5/2020,-21,-42
US,United States,Texas,5/6/2020,-20,-41
US,United States,Texas,5/7/2020,-22,-42
US,United States,Texas,5/8/2020,-23,-40
US,United States,Texas,5/9/2020,-23,-22
US,United States,Texas,5/10/2020,-22,-22
US,United States,Texas,5/11/2020,-21,-40
US,United States,Texas,5/12/2020,-22,-41
US,United States,Texas,5/13/2020,-18,-39
US,United States,Texas,5/14/2020,-20,-40
US,United States,Texas,5/15/2020,-24,-39
US,United States,Texas,5/16/2020,-29,-24
US,United States,Texas,5/17/2020,-22,-21
US,United States,Texas,5/18/2020,-17,-37
US,United States,Texas,5/19/2020,-15,-38
US,United States,Texas,5/20/2020,-14,-38
US,United States,Texas,5/21/2020,-14,-39
US,United States,Texas,5/22/2020,-17,-38
US,United States,Texas,5/23/2020,-22,-18
US,United States,Texas,5/24/2020,-22,-21
US,United States,Texas,5/25/2020,-22,-69
US,United States,Utah,2/15/2020,2,0
US,United States,Utah,2/16/2020,5,-3
US,United States,Utah,2/17/2020,18,-39
US,United States,Utah,2/18/2020,1,2
US,United States,Utah,2/19/2020,3,2
US,United States,Utah,2/20/2020,4,2
US,United States,Utah,2/21/2020,4,6
US,United States,Utah,2/22/2020,3,3
US,United States,Utah,2/23/2020,11,2
US,United States,Utah,2/24/2020,5,3
US,United States,Utah,2/25/2020,7,3
US,United States,Utah,2/26/2020,10,2
US,United States,Utah,2/27/2020,10,2
US,United States,Utah,2/28/2020,8,5
US,United States,Utah,2/29/2020,5,4
US,United States,Utah,3/1/2020,2,-1
US,United States,Utah,3/2/2020,10,3
US,United States,Utah,3/3/2020,10,0
US,United States,Utah,3/4/2020,9,2
US,United States,Utah,3/5/2020,10,2
US,United States,Utah,3/6/2020,7,5
US,United States,Utah,3/7/2020,5,3
US,United States,Utah,3/8/2020,11,1
US,United States,Utah,3/9/2020,8,1
US,United States,Utah,3/10/2020,8,1
US,United States,Utah,3/11/2020,8,1
US,United States,Utah,3/12/2020,10,-1
US,United States,Utah,3/13/2020,-2,-4
US,United States,Utah,3/14/2020,-13,-3
US,United States,Utah,3/15/2020,-6,-19
US,United States,Utah,3/16/2020,-7,-22
US,United States,Utah,3/17/2020,-18,-28
US,United States,Utah,3/18/2020,-26,-42
US,United States,Utah,3/19/2020,-30,-36
US,United States,Utah,3/20/2020,-33,-35
US,United States,Utah,3/21/2020,-40,-20
US,United States,Utah,3/22/2020,-33,-34
US,United States,Utah,3/23/2020,-31,-39
US,United States,Utah,3/24/2020,-33,-41
US,United States,Utah,3/25/2020,-34,-43
US,United States,Utah,3/26/2020,-36,-44
US,United States,Utah,3/27/2020,-38,-41
US,United States,Utah,3/28/2020,-46,-28
US,United States,Utah,3/29/2020,-41,-40
US,United States,Utah,3/30/2020,-36,-46
US,United States,Utah,3/31/2020,-34,-47
US,United States,Utah,4/1/2020,-34,-49
US,United States,Utah,4/2/2020,-37,-49
US,United States,Utah,4/3/2020,-38,-47
US,United States,Utah,4/4/2020,-49,-34
US,United States,Utah,4/5/2020,-42,-43
US,United States,Utah,4/6/2020,-37,-49
US,United States,Utah,4/7/2020,-35,-50
US,United States,Utah,4/8/2020,-33,-50
US,United States,Utah,4/9/2020,-34,-51
US,United States,Utah,4/10/2020,-37,-50
US,United States,Utah,4/11/2020,-42,-34
US,United States,Utah,4/12/2020,-54,-45
US,United States,Utah,4/13/2020,-38,-48
US,United States,Utah,4/14/2020,-32,-48
US,United States,Utah,4/15/2020,-31,-48
US,United States,Utah,4/16/2020,-34,-48
US,United States,Utah,4/17/2020,-35,-45
US,United States,Utah,4/18/2020,-38,-28
US,United States,Utah,4/19/2020,-33,-39
US,United States,Utah,4/20/2020,-27,-46
US,United States,Utah,4/21/2020,-28,-47
US,United States,Utah,4/22/2020,-27,-47
US,United States,Utah,4/23/2020,-31,-47
